decor_glassdivisor	Divisor de vidrio	2016-10-14T14:03:39.281009	Glass divisor
decor_holoprojector	Holoproyector	2016-10-14T14:03:39.281009	Holoprojector
decor_holoscreen	Holopantalla	2016-10-14T14:03:39.281009	Holoscreen
decor_homelydivisor	Divisor	2016-10-14T14:03:39.281009	Divisor
decor_lamp01	Lámpara	2016-10-14T14:03:39.281009	Lamp
decor_lamp02	Lámpara	2016-10-14T14:03:39.281009	Lamp
decor_lamp03	Lámpara	2016-10-14T14:03:39.281009	Lamp
decor_lightcube	Cubo de luz	2016-10-14T14:03:39.281009	Cube of light
decor_majesticcolumn	Columa estilosa	2016-10-14T14:03:39.281009	Classy column
decor_mannequin01	Maniquín	2016-10-14T14:03:39.281009	Mannequin
decor_mannequin02	Maniquín	2016-10-14T14:03:39.281009	Mannequin
decor_mannequin03	Maniquín	2016-10-14T14:03:39.281009	Mannequin
decor_map	Mapa de estación	2016-10-14T14:03:39.281009	Station map
decor_rocket	Mini cohete	2016-10-14T14:03:39.281009	Rocket model
decor_rugancient	Alfombra antigua	2016-10-14T14:03:39.281009	Ancient rug
decor_rugdiplomacy	Alfombra de diplomático	2016-10-14T14:03:39.281009	Diplomat's rug
decor_rugengineering	Alfombra de ingeniero	2016-10-14T14:03:39.281009	Engineers's rug
decor_ruglodge	Alfombra de logia	2016-10-14T14:03:39.281009	Lodge carpet
decor_rugmedicine	Alfombra de doctor	2016-10-14T14:03:39.281009	Doctor's rug
decor_rugredshirt	Alfombra barata	2016-10-14T14:03:39.281009	Cheap rug
decor_rugscience	Alfombra de científico	2016-10-14T14:03:39.281009	Scientist's rug
decor_rugsmall01	Alfombrilla	2016-10-14T14:03:39.281009	Mat
decor_rugsmall02	Alfombrilla	2016-10-14T14:03:39.281009	Mat
decor_rugsmall03	Alfombrilla	2016-10-14T14:03:39.281009	Mat
decor_rugspacecow	Alfombra de vaca espacial	2016-10-14T14:03:39.281009	Space cow rug
decor_rugstrategist	Alfombra de soldado	2016-10-14T14:03:39.281009	Soldier's rug
decor_screens	Pantallas	2016-10-14T14:03:39.281009	Screens
decor_shipmodel	Mini nave detallada	2016-10-14T14:03:39.281009	Detailed model ship
decor_skeleton	Esqueleto humano	2016-10-14T14:03:39.281009	Human skeleton
decor_statueman	Estatua	2016-10-14T14:03:39.281009	Statue
decor_statuewoman	Estatua	2016-10-14T14:03:39.281009	Statue
decor_table&lamp	Mesa y lámpara	2016-10-14T14:03:39.281009	Table and lamp
decor_table&lamp02	Mesa y lámpara	2016-10-14T14:03:39.281009	Table and lamp
decor_table&lamp03	Mesa y lámpara	2016-10-14T14:03:39.281009	Table and lamp
decor_towels	Toallas	2016-10-14T14:03:39.281009	Towels
decor_tvcolumn	Columa de video	2016-10-14T14:03:39.281009	Video column
decor_wardrobe	Armario ropero	2016-10-14T14:03:39.281009	Wardrobe
decor_wardrobe02	Armario ropero	2016-10-14T14:03:39.281009	Wardrobe
decor_wardrobe03	Armario ropero	2016-10-14T14:03:39.281009	Wardrobe
decor_weaponsrack	Estantería de armas	2016-10-14T14:03:39.281009	NOT FOUND IN GAME
decor_xray	Rayos X	2016-10-14T14:03:39.281009	NOT FOUND IN GAME
decoration	Decoración	2016-10-14T14:03:39.281009	Decoration
deliver_from_action	Entregar desde ~A	2016-10-14T14:03:39.281009	Deliver from ~A
deliver_from_source	Fuente exclusiva	2016-10-14T14:03:39.281009	Exclusive source
deliver_from_source_at	Fuente: ~A	2016-10-14T14:03:39.281009	Source: ~A
deliver_from_source_cancel	Cancelar fuente exclusiva	2016-10-14T14:03:39.281009	Cancel exclusive source
deliver_from_source_desc	Pulsa botón derecho en cualquier palet o zona de almancenamiento para seleccionar ese objeto como la fuente exclusiva para este objeto.	2016-10-14T14:03:39.281009	Right click on any pallet or storage area controller to set that object as the exclusive source for delivery of resources to this object.
demand_amount	Cantidad	2016-10-14T14:03:39.281009	NOT FOUND IN GAME
demand_current	Actual	2016-10-14T14:03:39.281009	Current
demand_wanted	Requerido	2016-10-14T14:03:39.281009	Wanted
descending	Descendiente	2016-10-14T14:03:39.281009	Descending
desperate_critical	¡ ~A ha enloquecido!	2016-10-14T14:03:39.281009	~A is going desperate now! They uselessly hit anything and anybody in their path.
desperate_critical_violent	~A está desesperado y usa su arma contra sus amigos!	2016-10-14T14:03:39.281009	~A is going desperate now and using their weapons on their friends!
diplomat	Diplomático	2016-10-14T14:03:39.281009	Diplomat
diplomat_desc	Los diplomáticos son expertos en la interacción social, la negociación, el conocimiento de la galaxia y algo de engaño de vez en cuando.	2016-10-14T14:03:39.281009	Diplomats are experts in social conventions, negotiation, knowledge of the galaxy and a little deception from time to time.
dirt	Basura	2016-10-14T14:03:39.281009	Dirt
dirt_desc	Los limpiadores pueden eliminar esta basura	2016-10-14T14:03:39.281009	Cleaners can remove this dirt
docking	Atracando:	2016-10-14T14:03:39.281009	Docking:
dps_label	Daño por segundo	2016-10-14T14:03:39.281009	Damage per second
dps_label_short	DPS	2016-10-14T14:03:39.281009	DPS
empty	Vacío	2016-10-14T14:03:39.281009	Empty
engineer	Ingeniero	2016-10-14T14:03:39.281009	Engineer
engineer_desc	Si es metálico déjaselo a los ingenieros. Crear robots y naves espaciales son sus mejores habilidades.	2016-10-14T14:03:39.281009	If it has metal leave it to the engineers. Making robots and space ships are their most valued capabilities.
entrance_fee	Precio de entrada	2016-10-14T14:03:39.281009	Entrance fee
equi_item_no_reqs	~A no puede equipar ~A	2016-10-14T14:03:39.281009	NOT FOUND IN GAME
equi_item_replace	Destruir ~A y reemplazarlo por ~A?	2016-10-14T14:03:39.281009	NOT FOUND IN GAME
equi_item_slot_disabled	~A necesita una especificación superior para equipar ~A	2016-10-14T14:03:39.281009	NOT FOUND IN GAME
equip_item_rmb	Equipar ~A	2016-10-14T14:03:39.281009	Equip ~A
equip_matrix	Matriz de ítems	2016-10-14T14:03:39.281009	Equipment matrix
exclude	Excluir	2016-10-14T14:03:39.281009	Exclude
factory_info_no_recipes	Ninguna receta disponible para esta fabrica. Desbloquea recetas realizando más investigaciones.	2016-10-14T14:03:39.281009	No recipes are available for this factory. Unlock recipes by doing more research.
feet_item	Ítem de pies	2016-10-14T14:03:39.281009	Feet item
fire_officer	Despedir al oficial	2016-10-14T14:03:39.281009	NOT FOUND IN GAME
flag_broken	Señalizar como roto para forzar su reparación	2016-10-14T14:03:39.281009	Flag as broken to force its repair
fleet_too_many	La capacidad de tu flota ha llegado a su limite y no puedes construir más naves	2016-10-14T14:03:39.281009	Your fleet capacity is at its limit and you cannot build more ships
floor_build_info	Haz clic y arrastra para trazar una sala rectangular, o haz clic para trazar baldosa por baldosa. Puedes pulsar Esc mientras arrastras para cancelar el rectángulo.	2016-10-14T14:03:39.281009	Click and drag to draw a rectangular room, or click to paint tile by tile. You can press Esc while dragging to cancel the rectangle.
freaking_out	Desquiciado	2016-10-14T14:03:39.281009	Freaking out
garden_bamboopot	Bambús	2016-10-14T14:03:39.281009	Bamboo
garden_bush01	Arbusto	2016-10-14T14:03:39.281009	Bush
garden_bush02	Arbusto	2016-10-14T14:03:39.281009	Bush
garden_flowerpot	Centro de flores	2016-10-14T14:03:39.281009	Flower pot
garden_plantpot01	Jardinera	2016-10-14T14:03:39.281009	Plant plot
garden_plantpot02	Jardinera	2016-10-14T14:03:39.281009	Plant plot
garden_plantpot03	Jardinera	2016-10-14T14:03:39.281009	Plant plot
garden_plantpot04	Jardinera	2016-10-14T14:03:39.281009	Plant plot
garden_plantpot05	Jardinera	2016-10-14T14:03:39.281009	Plant plot
garden_plantpot06	Jardinera	2016-10-14T14:03:39.281009	Plant pot
garden_plantpot07	Jardinera	2016-10-14T14:03:39.281009	Plant pot
garden_plantpot08	Jardinera	2016-10-14T14:03:39.281009	Plant pot
garden_pond	Estanque	2016-10-14T14:03:39.281009	Pond
garden_tree01	Árbol	2016-10-14T14:03:39.281009	Tree
garden_tree02	Árbol	2016-10-14T14:03:39.281009	Tree
garden_tree03	Árbol	2016-10-14T14:03:39.281009	Tree
garden_tree04	Árbol	2016-10-14T14:03:39.281009	Tree
garden_tree05	Árbol	2016-10-14T14:03:39.281009	Tree
garden_tree06	Árbol	2016-10-14T14:03:39.281009	Tree
garden_tree07	Árbol	2016-10-14T14:03:39.281009	Tree
garden_tree08	Árbol	2016-10-14T14:03:39.281009	Tree
garden_tree09	Árbol	2016-10-14T14:03:39.281009	Tree
garden_tree10	Árbol	2016-10-14T14:03:39.281009	Tree
garden_zengarden	Jardín Zen	2016-10-14T14:03:39.281009	Zen garden
gardening	Jardinería	2016-10-14T14:03:39.281009	Gardening
gems_node	Nodo de gemas	2016-10-14T14:03:39.281009	Gems node
generic_extractor	Extractor genérico	2016-10-14T14:03:39.281009	Generic Extractor
generic_extractor_desc	Extrae recursos dentro de su área de influencia	2016-10-14T14:03:39.281009	Extract resources within its area of influence
global_min_stock_amount	Stock min	2016-10-14T14:03:39.281009	Min stock
global_min_stock_amount_desc	Intenta mantener esta cantidad de stock dando órdenes a las fábricas marcadas en producción global	2016-10-14T14:03:39.281009	Try to keep this amount of stock by giving orders to factories set to global queue
goal_buildliving1_desc	Construye 3 camas y una Hygienizer 3000	2016-10-14T14:03:39.281009	Build 3 plain beds and one Hygienizer 3000.
goal_buildplanet3_desc	Construye un extractor de bio, un extractor de mineral y un extractor de fluidos en la superficie de uno o más planetas.	2016-10-14T14:03:39.281009	Build 3 resource extractors on the surface of one or more planets.
goal_buildplanet3_title	Construye 3 extractores diferentes en planetas	2016-10-14T14:03:39.281009	Build 3 extractors on planets
goal_itemequip1_title	Equipa nuevos ítems 10 veces	2016-10-14T14:03:39.281009	Equip new items 10 times
goal_itemprod1_title	Crea 15 ítems	2016-10-14T14:03:39.281009	Make 15 items
goal_itemprod2_desc	Crea un ítem de pecho, un ítem activo, un ítem de manos, un ítem de piernas y un ítem de implante.	2016-10-14T14:03:39.281009	Make chest item, an active item, a hands item, a feet item and an implant item.
goal_itemprod2_title	Crea 5 ítems para diferentes ranuras	2016-10-14T14:03:39.281009	Make 5 items for different slots
goal_shipbuild1_desc	Construye una nave usando el planificador de naves y los bancos de trabajo de nave.	2016-10-14T14:03:39.281009	Build a ship using the ship building planner and the ship work desks.
goal_shipbuild1_title	Construye una nave	2016-10-14T14:03:39.281009	Build a ship
goal_shipbuild2_desc	Construyendo nuevas naves, crea 100 órdenes de construcción de naves en los bancos de trabajo.	2016-10-14T14:03:39.281009	While building new ships, produce 100 ship build order tasks in the ship work desks.
goal_shipbuild2_title	Crea 100 órdenes de construcción de naves	2016-10-14T14:03:39.281009	Produce 100 ship build order tasks
goal_specs1_desc	Escoge a cualquier oficial experimentado y asciéndelo a cualquier especialidad.	2016-10-14T14:03:39.281009	Pick any sufficiently experienced officer and upgrade them to any graduate spec.
goal_specs1_title	Asciende a un oficial a cualquier especialidad.	2016-10-14T14:03:39.281009	Upgrade an officer to any graduate spec
